izvor,sekcija,kljuc,sr,en,ru,hr,hu
"interfejs","oNama","oNama.dok_pravilnik_pokroviteljstvo","Pravilnik o pokroviteljstvu i donacijama","Rulebook on sponsorship and donations","Правила о покровительстве и пожертвованиях","Pravilnik o pokroviteljstvu i donacijama","A szponzorálásról és adományokról szóló szabályzat"
"interfejs","oNama","oNama.dok_pravilnik_operativni","Pravilnik o operativnom doprinosu","Rulebook on operational contribution","Правила об операционном вкладе","Pravilnik o operativnom doprinosu","Az operatív hozzájárulásról szóló szabályzat"
"interfejs","oNama","oNama.dok_pravilnik_osnivacki","Pravilnik o osnivačkom doprinosu","Rulebook on founding contribution","Правила об учредительном вкладе","Pravilnik o osnivačkom doprinosu","Az alapítói hozzájárulásról szóló szabályzat"
"interfejs","oNama","oNama.dok_pravilnik_gornje_kolo","Pravilnik o Gornjem Kolu","Rulebook on the Upper Kolo","Правила о Верхнем Коло","Pravilnik o Gornjem Kolu","A Felső Kolo szabályzata"
"interfejs","oNama","oNama.dok_pravilnik_programi_podrske","Pravilnik o programima podrške","Rulebook on Support Programmes","Правила о программах поддержки","Pravilnik o programima potpore","A támogatási programok szabályzata"
"interfejs","oNama","oNama.dok_pravni_tag","Pravni i korisnički dokumenti","Legal and user documents","Правовые и пользовательские документы","Pravni i korisnički dokumenti","Jogi és felhasználói dokumentumok"
"interfejs","oNama","oNama.dok_pravni_broj","5 dokumenata","5 documents","5 документов","5 dokumenata","5 dokumentum"
"interfejs","oNama","oNama.dok_uslovi","Uslovi korišćenja","Terms of use","Условия пользования","Uvjeti korištenja","Felhasználási feltételek"
"interfejs","oNama","oNama.dok_rizici","Izjava o prihvatanju rizika","Risk acceptance statement","Заявление о принятии рисков","Izjava o prihvaćanju rizika","Kockázatvállalási nyilatkozat"
"interfejs","oNama","oNama.dok_politika","Politika privatnosti","Privacy policy","Политика конфиденциальности","Politika privatnosti","Adatvédelmi irányelvek"
"interfejs","oNama","oNama.dok_dpia","Procena uticaja na zaštitu podataka (DPIA)","Data protection impact assessment (DPIA)","Оценка воздействия на защиту данных (DPIA)","Procjena učinka na zaštitu podataka (DPIA)","Adatvédelmi hatásvizsgálat (DPIA)"
"interfejs","oNama","oNama.dok_radnje","Registar radnji obrade","Register of processing activities","Реестр операций обработки","Registar aktivnosti obrade","Adatkezelési tevékenységek nyilvántartása"
"interfejs","oNama","oNama.kontakt_tag","Kontakt","Contact","Контакт","Kontakt","Kapcsolat"
"interfejs","oNama","oNama.kontakt_email_label","Email","Email","Email","Email","Email"
"interfejs","oNama","oNama.kontakt_adresa_label","Adresa","Address","Адрес","Adresa","Cím"
"interfejs","oNama","oNama.kontakt_adresa","KOLO Fondacija, Šetalište 16, Sombor","KOLO Foundation, Šetalište 16, Sombor","Фонд КОЛО, Шеталиште 16, Сомбор","KOLO Fondacija, Šetalište 16, Sombor","KOLO Alapítvány, Šetalište 16, Sombor"
"interfejs","oNama","oNama.kontakt_opis","Za sva pitanja koja nisu pokrivena u sekciji čestih pitanja, možete nam se obratiti direktno na navedenu adresu.","For all enquiries not covered in the FAQ section, you can contact us directly at the address above.","По всем вопросам, не охваченным разделом частых вопросов, вы можете обратиться к нам напрямую по указанному адресу.","Za sva pitanja koja nisu pokrivena u odjeljku čestih pitanja možete nam se obratiti izravno na navedenu adresu.","A GYIK-szekcióban nem szereplő kérdéseivel közvetlenül fordulhat hozzánk a fenti címen."
"interfejs","oNama","oNama.faq_tag","Pitanja o Fondaciji","Questions about the Foundation","Вопросы о Фонде","Pitanja o Fondaciji","Kérdések az Alapítványról"
"interfejs","oNama","oNama.faq_naslov","Često postavljana pitanja","Frequently asked questions","Часто задаваемые вопросы","Često postavljana pitanja","Gyakori kérdések"
"interfejs","oNama","oNama.faq_link","Vidi sva pitanja","See all questions","Смотреть все вопросы","Vidi sva pitanja","Összes kérdés megtekintése"
"interfejs","oNama","oNama.cta_opis","Nema reklama, nema pretplate, nema skrivenih nagodbi.","No ads, no subscription, no hidden deals.","Нет рекламы, нет подписки, нет скрытых сделок.","Nema reklama, nema pretplate, nema skrivenih nagodbi.","Nincs hirdetés, nincs előfizetés, nincsenek rejtett megállapodások."
"interfejs","oNama","oNama.cta_opis2","Postoji sistem i postoji zajednica ljudi koja se upravo formira.","There is a system and there is a community of people forming right now.","Есть система и есть сообщество людей, которое как раз сейчас формируется.","Postoji sustav i postoji zajednica ljudi koja se upravo formira.","Van egy rendszer és van egy közösség, amely éppen most alakul."
"interfejs","oNama","oNama.cta_registracija","Registruj se besplatno →","Register for free →","Зарегистрироваться бесплатно →","Registriraj se besplatno →","Regisztrálj ingyen →"
"interfejs","oNama","oNama.cta_kako","Kako funkcioniše","How it works","Как это работает","Kako funkcionira","Hogyan működik"
"interfejs","oNama","oNama.cta_eyebrow","Otvoreno testiranje · Fondacija registrovana","Open testing · Foundation registered","Открытое тестирование · Фонд зарегистрирован","Otvoreno testiranje · Zaklada registrirana","Nyílt tesztelés · Az Alapítvány bejegyezve"
"interfejs","oNama","oNama.cta_licence","Softver: AGPL-3.0 · Sadržaj: CC BY-SA 4.0 · Zajedničko dobro i licence","Software: AGPL-3.0 · Content: CC BY-SA 4.0 · Common good and licences","Программное обеспечение: AGPL-3.0 · Содержание: CC BY-SA 4.0 · Общее благо и лицензии","Softver: AGPL-3.0 · Sadržaj: CC BY-SA 4.0 · Zajedničko dobro i licence","Szoftver: AGPL-3.0 · Tartalom: CC BY-SA 4.0 · Közjó és licencek"
"interfejs","oSistemu","oSistemu.meta_title","O sistemu — KOLO","About the system — KOLO","О системе — КОЛО","O sustavu — KOLO","A rendszerről — KOLO"
"interfejs","oSistemu","oSistemu.meta_desc","KOLO beleži ono čime doprinosimo zajednici — rad, dobra i znanje — i čuva to kao zajedničko dobro, u okviru socijalne i solidarne ekonomije.","KOLO records what we contribute to our community — labour, goods and knowledge — and preserves it as a common good, within the framework of the social and solidarity economy.","КОЛО фиксирует то, чем мы вносим вклад в сообщество — труд, товары и знания — и хранит это как общее благо, в рамках социальной и солидарной экономики.","KOLO bilježi ono čime doprinosimo zajednici — rad, dobra i znanje — i čuva to kao zajedničko dobro, u okviru socijalne i solidarne ekonomije.","A KOLO rögzíti, amivel a közösséghez hozzájárulunk — munkával, javakkal és tudással — és azt közjóként őrzi meg a szociális és szolidáris gazdaság keretein belül."
